Person|University|classYear
9912|7|2000
9676|41|1994
2680|58|1988
7031|61|1976
3677|59|1981
1097|26|1967
9273|4|1979
9434|41|1993
3910|25|1990
625|35|1999
6379|37|1970
6961|47|1981
5537|47|2001
3156|26|1963
6011|0|1991
9956|14|1989
7664|49|1968
9085|14|2001
2985|35|1989
8247|42|1980
80|9|2002
9377|48|1990
2009|4|1971
8933|61|1971
9439|40|1995
3874|57|1961
8926|45|2003
8412|41|1983
7650|54|1990
8871|4|1969
8531|46|1964
9787|36|2000
5137|59|1962
8226|36|1980
3826|19|1999
9442|59|2001
4048|24|1993
9443|20|1969
4346|5|1976
5948|47|1987
8138|22|1994
9222|16|1978
5438|12|1964
8782|37|1977
7720|41|2003
7335|34|1970
9270|25|1984
7736|23|1991
9193|29|2007
8369|8|1995
8372|41|2004
9447|20|1967
8956|59|1975
7988|41|1971
891|24|1980
1922|23|1964
8017|25|1972
8272|32|1989
8842|46|2007
9272|29|1970
9252|40|1971
3254|19|1973
8544|4|1977
4429|57|1996
8801|10|1994
9792|17|1989
9459|35|1971
9453|17|1975
5606|51|1995
7461|45|1997
8530|48|1983
2445|33|1985
9454|35|1977
2854|10|1964
1471|43|1998
8226|29|2002
6597|37|1991
9457|35|1960
8132|31|1966
6892|24|2003
9299|25|1978
9600|51|1998
714|19|1999
6905|16|1996
8094|49|1998
6293|19|1977
9413|50|2006
7259|59|1975
6530|1|1961
9592|48|1962
4142|46|1983
3082|13|1984
7780|10|1970
7959|37|1960
8467|62|2003
8037|22|1967
4788|62|1960
6913|18|1965
629|58|2000
9460|11|1964
9462|34|1996
7289|60|1990
9442|35|1988
9463|35|1997
1454|26|2004
8913|34|1965
7502|52|2006
3537|19|1981
9464|20|1982
9850|32|1974
8534|23|2000
9387|7|1991
9466|57|1962
9466|41|1979
9163|38|1998
9529|51|1991
9384|14|1970
9382|29|1986
6323|22|1986
9508|44|1983
9468|52|1974
9380|17|1986
7246|48|1968
3893|15|1972
1550|60|1994
1697|32|1976
7763|50|1981
8786|17|1998
9471|37|1977
5265|4|1966
8335|44|1994
2288|44|1970
9472|18|1979
9474|28|1970
8638|49|1988
9100|27|1992
9475|56|1963
9798|36|1987
5674|29|1969
4136|45|1982
6452|7|1986
9721|55|1970
4986|31|2007
6972|58|1992
6896|59|1983
3035|37|1996
3019|30|1984
8099|13|1982
9707|43|1990
8773|30|1994
9917|12|1990
9483|22|1991
3695|58|1991
8993|37|2000
6755|15|1978
9238|60|1979
1512|15|2006
7952|55|1984
6607|44|1985
406|0|1988
4256|29|2004
1048|43|1974
8552|17|1980
5744|46|1965
4269|17|1985
6402|30|1962
1683|25|1969
3153|4|1999
2885|36|1999
6685|20|1965
9479|26|1984
272|48|2003
7318|41|1978
8276|57|1991
6281|56|1998
7803|37|1998
3379|57|1985
35|43|1994
7243|3|1973
5581|52|1995
5819|22|1999
9038|20|1978
6664|62|1970
5612|14|2000
667|57|1993
8908|36|2006
8352|24|1978
734|23|1995
9487|5|1998
1670|21|1966
8666|12|2007
1399|27|1991
2748|37|1964
9645|33|1964
2905|7|1993
8843|18|1998
8418|17|2001
4235|38|1964
9671|21|1998
9493|50|1991
6741|19|1997
7073|51|1984
5662|32|1988
7348|29|1964
9497|49|1971
9148|26|1966
3844|10|1994
4991|38|1962
3257|3|1970
410|4|2007
7000|8|1998
9499|17|2007
9093|43|1984
4152|14|1969
8573|5|1963
5171|24|1984
3989|0|1981
9275|60|1989
5977|35|1964
9295|57|1978
6467|41|1986
1798|62|1988
6123|54|1984
1425|48|1999
1458|50|1995
5226|25|1999
7103|4|2003
3585|47|1960
7363|21|2005
9453|25|1981
9968|57|1986
8520|16|1972
8892|11|1973
832|19|1963
6322|57|2004
8901|50|1972
9438|47|2003
907|39|1991
9780|47|1961
4410|46|1969
3847|27|2000
9212|47|1997
9090|7|2005
9506|39|1972
3738|18|1991
9747|8|1999
8421|54|2003
6621|56|1979
9898|0|1972
8287|21|1987
4974|46|2002
7383|18|1963
6373|44|1994
9510|53|1976
6352|3|1994
7520|10|2005
768|32|1985
6551|0|1978
8083|54|1960
227|8|2003
3985|57|1984
8983|15|1969
3582|1|2001
967|29|2007
6429|7|1978
7832|49|1963
6845|40|2000
4643|6|1964
680|42|1961
7905|57|1987
4740|24|1984
3890|60|1990
9953|49|1985
9559|25|1963
9625|19|2003
7495|7|1979
6863|33|1975
9400|0|1978
3406|17|1960
2409|43|1996
7787|56|1980
9516|55|1979
9517|0|1982
1288|58|1990
6929|54|1969
6431|49|1981
3638|1|1967
6743|17|1997
7647|23|1994
2970|7|1986
4916|61|1974
1053|7|2002
9848|1|1988
7327|58|1973
3331|7|1961
2788|42|1965
486|15|1981
7452|9|1996
7074|52|1981
7280|20|1988
3829|22|1980
8303|21|1964
6516|23|1966
4014|3|2004
1134|60|1972
7430|57|2004
3762|41|1982
2646|50|1992
7357|37|1978
9485|10|1981
2966|50|1973
9518|18|1988
3892|41|2006
5256|61|1986
8624|23|1989
5345|6|1999
8783|37|1996
9525|45|1977
2330|18|1962
9526|60|1992
2421|10|1970
9140|16|1998
4020|45|1996
9527|25|1995
8377|20|1985
8012|34|2002
3244|16|1977
7699|7|1961
3432|53|1984
1615|23|1965
7414|14|1988
5236|26|1997
2843|25|1977
5448|53|1971
4576|1|1974
1065|31|1999
8709|13|1976
8641|33|1970
7691|48|1996
4982|22|1978
6945|35|1987
6087|0|1994
6481|21|1974
3193|36|1975
9252|0|1962
9147|5|2002
7597|35|1996
4358|4|1982
8277|52|2001
4067|16|2005
480|35|1963
9352|3|2003
7853|1|1997
6139|46|1981
1948|26|1967
8184|34|2006
9528|12|1991
8983|26|1975
9530|3|1994
8892|9|1997
1194|15|1981
7465|58|1972
9223|10|2001
7458|34|1987
9532|14|2004
6938|29|1996
1885|34|1992
6829|43|1989
7246|35|1968
6240|14|1967
3823|30|1991
9534|42|1992
3059|50|1965
8973|26|1992
9610|15|1970
8833|7|1984
8607|29|1968
5687|19|1964
205|45|1974
4709|37|1960
4947|27|1995
9536|34|1999
5888|53|1998
5758|52|1980
9123|28|1994
7871|51|1969
8368|7|1974
2450|55|1966
1397|27|1965
6071|55|1971
9537|45|1964
8607|40|2002
1867|28|1979
6370|32|2006
9317|5|2005
8173|37|1972
9003|15|1978
8004|26|2004
1125|58|1998
9539|15|1964
3608|58|1968
7784|18|2004
6673|53|2006
2637|3|1978
9539|19|1973
1903|57|2007
5669|23|1972
8919|43|1978
8045|28|1995
5248|3|1965
2657|56|1970
2233|14|2000
8096|54|1973
5580|58|1978
8530|53|2001
8993|31|1969
8318|48|1991
8393|38|1999
9337|17|1987
8512|18|1998
9543|0|1968
1536|50|1993
9741|34|1979
8396|6|1988
2888|4|1993
9214|58|1990
9225|38|1963
6829|39|1977
5941|22|1994
8669|41|1980
9497|27|2003
8986|28|1973
7288|57|2001
4011|24|1963
9545|58|1988
9635|44|1973
4552|16|2002
8317|39|1962
9171|9|1961
9097|48|1995
672|0|1987
4689|0|1982
2782|44|1995
9144|58|1992
6549|59|2007
6510|51|1966
7197|29|2003
5572|59|1973
5185|36|1961
7541|23|1980
4508|31|1965
9544|42|1962
8403|32|2002
9937|6|1961
5397|33|2000
7885|59|2003
9702|8|2007
9279|32|1978
9383|61|1990
7075|17|2003
1906|33|1988
5449|23|2002
7645|30|1995
9546|26|2001
6688|9|1978
4484|8|1987
9219|30|1986
9346|31|1986
2624|25|1982
6951|2|1968
8127|16|1987
3027|20|1980
2074|35|1977
2745|10|1989
4090|38|1965
1363|40|1966
9548|2|1981
8628|8|2002
526|24|2001
7322|21|1997
4395|4|1973
8749|42|1989
9260|0|1984
8524|31|1967
8268|19|1979
9572|48|1971
9557|28|1994
6630|33|1999
150|9|1966
5335|49|2003
4618|62|1988
6888|25|2006
9121|29|1986
8389|46|1997
7520|26|1988
6225|38|1971
9676|45|2002
9736|28|2000
6826|54|1975
8638|13|1972
8900|48|1986
9560|11|1973
9548|54|1964
6678|33|2005
9882|48|1997
1417|36|1966
7631|23|1997
3577|6|1986
9561|24|2002
3723|34|1990
9333|46|1997
6640|6|1993
4500|24|1993
8660|1|1968
9300|20|1993
6435|6|1990
9759|14|1992
4351|48|1974
7059|27|1995
8792|25|1962
5813|10|1985
9164|32|1985
9562|5|2002
8442|15|2001
9229|36|1993
1214|38|2003
9562|17|1968
9562|21|1992
9147|45|1988
9958|19|1975
7365|18|1983
9284|59|1992
9626|29|1999
4158|7|1996
7207|7|1961
9543|35|2002
8076|2|1963
4100|28|1989
8296|60|1988
605|42|1978
7245|23|1960
219|60|2000
1082|2|1968
1861|12|2001
7049|14|1979
5782|14|1963
5292|33|2005
6393|62|2000
5371|11|2005
7214|47|1970
2411|31|1980
9976|6|1960
714|6|2004
5981|52|1984
438|22|1982
7755|45|2003
6838|46|1971
2661|32|1986
9030|45|1966
4038|7|1984
2513|36|1988
5097|22|2004
6324|40|1973
9279|37|1991
7250|27|2001
6303|30|1986
9431|49|1977
9205|21|1970
8854|7|1993
591|12|2006
9566|25|1999
6994|34|2007
9456|58|1985
737|19|1989
9730|52|1964
8391|42|1973
6539|14|1970
1300|53|1965
7550|21|1974
9566|0|1971
3965|45|2007
6914|51|2000
6095|1|1970
8012|40|1966
3219|8|1980
9055|52|1965
7497|59|1970
4557|17|2007
8025|5|1974
6212|52|1964
7688|40|1988
9389|20|2000
6480|50|1983
8250|51|1967
2596|16|1992
1810|0|1985
9567|39|1975
9498|34|1971
2092|48|1999
6717|41|2007
9620|1|1965
806|0|1968
7724|40|1970
8763|60|1968
5335|12|1982
9571|15|1986
1869|46|1970
4697|56|1967
6828|9|1972
2559|24|1974
9578|6|2003
2778|40|1966
5037|41|1962
9579|42|1995
2759|10|1985
9328|22|1984
2055|19|1998
9746|28|1985
8586|10|1984
5864|17|1965
4557|46|1972
6588|15|1999
7587|58|1985
9582|10|2002
3094|52|1994
8990|18|1964
3234|47|1999
8425|43|1980
6582|34|1971
9533|53|1963
7102|24|1965
9560|39|1962
9568|2|2001
6739|7|1995
9585|16|1991
7239|13|1998
8926|41|1982
6752|38|1962
9641|1|1980
9290|15|1982
6561|10|2000
7316|36|1963
9618|41|1994
8994|44|2005
404|15|1962
5986|59|1960
8178|35|1967
3890|43|1964
9008|12|2000
4866|24|1995
1473|52|1964
1644|18|1999
6396|57|1995
9585|39|2005
6549|58|1963
3152|15|1966
3695|28|2004
9800|0|2002
7654|9|2007
8756|35|1978
6038|30|1989
9278|35|1975
9466|5|1988
8147|58|1963
8629|18|1966
9270|2|1975
6591|12|1975
3450|53|1988
9177|5|2002
8134|5|1997
8248|43|1970
6644|53|2007
3153|51|1989
9107|61|1997
2884|27|1987
5281|24|1979
8765|26|1986
9322|25|1999
9442|52|1990
8987|58|1983
8975|60|1998
9457|1|1997
2355|57|1982
3824|38|1968
6604|54|1975
2909|48|1966
8469|59|2007
6735|5|1965
7964|54|2004
1190|1|1966
3105|26|1995
9340|55|1970
6906|55|1983
6498|40|1986
8544|8|1989
7453|32|2004
2655|54|1987
3865|30|1963
6653|14|1974
5276|17|1969
8771|50|1994
7355|47|1990
7700|47|1969
7444|9|1990
8683|43|2005
928|6|2005
1735|9|1995
9191|13|2006
927|57|2003
8331|39|1987
9388|60|1971
7543|16|1991
5283|56|1999
7230|4|2006
9730|12|1983
8370|8|1990
6681|6|2001
5546|8|1960
9447|1|1975
4844|9|1975
2751|15|1984
9329|56|1986
3647|8|2000
9773|17|1977
5440|3|1978
6806|51|1971
1981|62|1984
7445|23|1979
5634|33|1984
8923|9|1986
5274|23|1960
9579|28|1967
8619|58|1998
2824|8|1991
2041|2|1999
8551|51|1996
9235|56|2001
6308|30|1981
1246|7|2004
8549|29|1988
7293|17|1989
9881|62|1988
1223|30|2003
7071|5|1966
5396|9|1991
1201|14|1984
9814|44|2006
9382|30|2006
9065|40|1990
5913|62|1960
8624|48|1977
3572|53|1993
9546|55|1962
8109|7|1972
6487|55|1969
4563|29|1960
895|33|1995
6859|16|1980
7174|41|1994
8282|53|1989
6149|6|1964
8863|52|1983
5577|19|1973
8493|30|2007
9817|25|1989
2998|35|1974
405|57|1999
9101|60|1966
8942|26|1991
7259|43|1981
7645|25|1975
7807|1|1973
5787|52|1962
9700|59|1997
9810|33|1967
9287|23|2007
9976|54|1985
6739|0|2000
8548|48|2003
7251|18|1964
7923|58|2002
8196|41|1981
8645|48|1964
9819|53|2000
6833|19|1994
6040|45|1989
3515|40|1982
9219|55|1983
7288|49|1983
9305|20|1998
8162|27|1962
2183|34|1968
9481|21|1971
8145|29|1966
7284|23|2007
2683|55|1963
8576|46|1974
9829|46|1991
9759|15|1974
9710|44|1981
387|33|1962
1891|7|1990
9001|40|2007
6096|50|1962
9528|60|1994
2495|49|1988
9834|59|1976
6788|0|1993
3855|48|1960
5207|45|1996
8340|37|1979
9643|37|1980
8385|56|2006
818|58|1974
9696|20|1963
2161|17|1990
8930|30|2002
82|60|1977
6779|14|1997
9807|57|1977
4650|4|1990
3872|17|1961
6648|45|1965
7684|33|1971
8020|16|1998
3480|26|1996
8120|45|1983
9038|18|1965
8685|29|1982
6867|37|2000
8751|12|1967
3908|6|1994
9612|13|1969
7380|46|2003
399|26|2006
7524|13|1983
3190|30|2005
599|52|1983
9644|34|1963
6040|47|1971
9835|10|1989
3391|60|2000
2992|28|1964
7812|28|1978
9132|56|1998
3195|33|2007
9789|12|1981
8145|30|1972
6022|9|1988
8116|12|1968
3450|36|1970
9818|22|1966
6959|29|1976
8622|40|1986
5017|55|1966
338|19|2007
2895|4|1968
9369|19|2003
5826|1|1971
6565|26|1981
8760|51|1961
7621|17|1967
9746|19|1964
7237|17|1993
9809|41|1974
7446|18|1990
9968|32|1999
4986|35|1998
9266|2|1978
8682|51|1976
7772|16|2006
8546|21|1979
9966|26|1976
1018|53|1963
8081|34|1995
4469|39|1981
8975|22|1974
9301|40|1984
9556|53|1978
3379|59|1982
1911|17|1960
8130|50|2007
9677|14|1999
4577|61|1967
9341|29|1973
8104|48|1970
9847|54|1964
5708|47|1967
4667|10|1968
1174|22|1994
9874|5|2004
2494|24|1970
8472|48|1997
2094|29|1974
9851|42|1999
8204|0|2004
7459|2|1983
2599|41|1987
1249|19|1993
9310|24|1996
8867|24|2000
9824|3|1964
8015|62|1965
8429|42|1963
6280|17|1978
9511|13|1960
9767|59|1975
9854|20|1987
4757|10|1975
2795|27|2003
9855|33|1961
9842|9|2003
9772|22|1997
8134|55|2007
9963|20|1993
6137|55|1993
4717|46|1961
9053|35|1995
8220|8|1965
4969|46|2000
9319|56|1977
6664|49|1961
8872|30|1996
8265|41|1988
5884|62|1967
3628|38|1997
2324|15|1996
3402|55|2004
9806|43|1996
9987|44|1968
8571|9|2002
6762|60|1982
9310|31|1966
5477|54|1964
4167|37|1979
9120|28|1997
120|12|1970
9864|44|2001
9824|62|1964
2737|13|1970
8212|60|1980
2184|58|1963
7280|0|1974
6766|30|2000
6809|16|1987
3430|0|1965
1439|44|1998
5091|46|1999
9086|5|1994
500|3|1988
2121|60|2004
7839|1|1969
4183|53|1974
7244|3|1983
9864|52|1987
3058|20|1973
8806|43|1979
9951|17|1971
6358|44|1982
9563|15|1970
9858|1|1967
8129|58|1991
6253|2|1984
9449|30|1965
9868|39|2000
8194|41|1986
9840|29|2006
7219|36|1982
9804|43|1965
9780|24|1965
7828|44|1988
2833|59|1994
5217|11|1973
8709|32|1964
3335|47|1980
9607|57|2004
3773|43|1985
2752|35|1965
191|9|2007
2268|24|1994
7494|21|1981
8679|18|1978
9897|56|1983
9842|3|1989
847|55|1981
8414|16|1975
3759|57|1960
9726|38|2005
9412|26|2003
8775|3|1967
6978|53|1999
2691|25|1994
7058|54|1990
8272|53|1993
9951|9|1989
5301|52|1967
9816|24|1998
9529|27|2000
1860|31|1973
9767|11|1969
1934|54|2000
6932|41|1986
8075|9|1991
9366|26|1978
9696|26|1999
9869|36|1970
4557|55|1973
9472|39|2000
7955|33|1990
7279|44|2006
9815|45|1984
8150|41|1979
7630|62|2003
5971|37|1961
6263|59|2004
9054|40|1994
9968|35|1979
7584|21|1981
1415|54|1994
9484|39|1989
5315|15|1986
7042|2|1992
2377|11|1965
9670|18|1980
6859|7|2007
5491|7|1981
3984|25|2004
7824|56|1981
901|44|1969
3621|47|1964
4782|44|1989
7319|14|1963
8857|3|1963
9891|26|1981
8673|25|2006
9207|15|1978
5602|0|1966
1802|1|1981
7754|54|1992
3336|18|1960
6501|16|1988
9862|21|2006
2558|27|1966
5922|23|1994
1821|4|1979
6544|1|1968
5014|43|1963
9932|19|2001
3804|15|1980
9878|7|1973
9802|47|1973
8119|42|1994
5769|46|1988
4072|54|1996
2694|27|2002
9263|17|1966
8698|13|1980
4925|1|1968
6828|25|1991
9750|27|1970
2745|20|1986
2123|36|2004
9162|3|1978
1172|8|1974
6672|7|1965
1964|56|1964
9735|45|1985
7501|6|1963
6579|37|1964
4348|42|1979
6686|13|1967
4296|53|1962
7792|37|1995
2122|31|1989
2232|38|1997
8714|31|1972
9680|48|2004
7670|52|1963
8520|19|1982
2647|61|1997
8021|29|1960
7597|46|1988
4649|36|1961
9885|3|2000
781|43|1971
9854|25|1970
3371|25|1986
9602|1|1975
6996|20|1969
9058|58|1978
6500|49|2005
8382|10|1987
9088|57|1984
9041|47|1973
4290|39|1985
9200|5|1995
1934|30|2001
2450|17|2005
7876|59|1983
3706|39|1993
9222|14|1987
8224|62|1973
7332|13|2006
3309|20|1982
1826|56|2001
5164|56|2007
1012|42|1964
9769|22|1980
9710|1|1964
1368|24|2004
9260|23|1963
9525|19|2001
4534|14|1980
5571|19|1997
9329|14|2007
6304|3|1982
9912|48|1983
9104|31|1981
3306|37|1967
9528|31|1963
3133|3|2005
5857|52|1972
9889|26|1976
9110|6|1977
123|8|1966
9167|35|1960
8678|7|1973
8395|61|2004
9354|13|1970
1478|15|1991
5969|37|1976
6575|37|1989
4504|7|2007
9892|60|1965
6235|16|1988
1532|2|1993
4585|43|1986
5552|45|1972
4013|1|1991
82|8|1982
1506|25|1967
3297|61|1977
3025|60|1993
7451|37|1997
7577|20|1997
9703|4|2000
6686|58|1990
9893|32|2001
8304|0|1963
7116|9|1993
9028|16|2004
3908|41|2004
4817|25|2005
7689|35|1987
2681|57|1985
7929|19|1986
8162|23|1984
619|59|1974
9895|53|1963
8812|15|1981
6719|46|1969
555|37|2001
4668|17|1978
3071|19|1991
9527|19|1968
2913|25|1979
8226|39|1984
8262|13|1981
1165|4|1969
9731|46|2001
7167|42|2004
7707|57|1990
8855|34|1971
6980|22|2003
1800|61|1971
5952|1|1987
4570|53|1987
1738|61|1981
7554|61|1990
1442|49|1985
8102|6|1984
9312|34|2006
4323|5|1994
7238|19|1985
3298|24|1968
9452|41|1990
9056|47|1968
7752|3|1982
9041|17|1987
6159|50|1969
8511|18|1962
9896|12|1977
2261|62|1970
9755|48|1984
7016|8|1968
6728|28|1969
9258|0|1994
4102|32|1997
2464|33|1960
6919|22|2007
3930|40|1967
8098|47|1966
3258|43|1971
8198|1|1980
9609|29|2004
6920|30|1984
9688|15|1971
8698|55|1967
9643|17|1963
629|39|1987
8221|49|2006
9450|12|1966
9194|38|1987
4536|52|2005
3514|18|2002
9714|13|2005
9897|53|1991
3558|59|1972
2958|14|1968
6359|12|2004
7983|45|2004
8032|39|2007
9847|15|2004
9113|50|1978
8244|34|2003
2258|57|1999
6682|31|1971
4856|32|1997
7958|41|1990
9812|24|2007
2499|49|1976
6659|50|2000
339|45|2007
5869|47|1965
5647|47|1976
2253|57|1985
6942|38|1997
9399|29|1970
4397|41|1992
7595|54|2002
7901|13|2005
9484|18|1995
9603|13|1962
9994|51|1995
5070|1|1983
1884|28|1969
9710|22|1963
8480|11|1982
2513|28|1996
7605|26|1962
5717|28|1975
1297|3|1983
9622|20|1977
9253|24|1992
9852|23|1971
8009|5|1974
5815|48|1983
2513|17|1974
9259|15|1989
6894|42|2000
9543|13|1992
8393|11|1999
9477|10|1997
8685|15|1981
9893|35|1961
9334|21|1975
8655|29|1983
7426|56|1991
8965|8|1981
521|12|1976
9392|27|1961
7530|39|1998
8764|31|1972
2916|56|1966
8428|11|1996
9980|16|1973
5896|0|1976
654|33|1986
2265|21|2007
5380|28|2000
6949|40|2005
6547|37|1978
9836|21|1982
9996|2|1979
5630|39|2003
3445|60|1986
7743|34|1992
9754|1|2000
9335|57|1974
9970|8|1992
9152|17|1972
8750|36|2007
4258|9|1992
8207|13|1984
608|32|1969
1114|42|1962
9374|46|2001
1102|55|1998
5818|23|2005
9514|5|1992
8519|21|1997
5607|19|1987
3419|4|2002
947|53|1997
8978|60|2000
9277|59|1975
4321|0|1970
3957|2|1960
3137|18|1994
9996|43|1991
9990|27|1975
1114|8|2001
8683|52|2004
5202|20|1985
2400|12|1996
6321|24|1973
2310|51|2002
6117|57|1974
3286|47|2001
9965|22|2003
1403|46|1978
8712|12|1971
8875|49|2000
8956|17|1984
9943|13|1995
5720|43|1970
7034|38|1975
3853|26|1961
7787|52|1964
3741|9|1984
7168|11|1960
8270|20|1994
1105|43|1998
6602|42|1974
891|22|1973
6622|26|1985
5114|47|1982
9480|7|1974
9874|49|1960
390|12|1984
9681|42|1977
9905|44|1969
8138|5|1982
3474|17|1970
8134|42|2003
9969|61|1995
2089|16|1970
7862|18|1965
8282|2|1993
9903|15|1984
4656|20|1980
6273|6|2001
4293|1|1996
2786|34|1992
1836|23|1988
7439|33|1985
8436|18|1972
4165|28|1965
9645|62|1987
5164|39|1961
2272|12|1998
9986|14|1962
8367|29|2003
7777|14|2006
9153|50|1966
247|59|1976
6498|35|1989
8548|13|1997
9050|49|1983
9100|32|1989
4043|45|2007
3020|9|1967
6152|62|2001
6427|57|1983
928|8|1968
9111|19|2001
4997|13|1982
8816|24|1996
6907|20|2004
8911|18|1996
6298|10|1992
7806|61|1960
8607|62|1987
8147|57|1979
9950|43|1995
3861|17|1971
6551|13|1986
1994|44|2003
7832|26|1980
8311|18|1960
9790|5|1971
9591|51|1985
8080|2|1968
5999|17|1978
7682|20|2003
9460|17|2001
8847|45|2004
9332|58|1967
9966|20|1964
9849|53|1975
9682|16|2002
1372|1|1983
6651|50|1973
7355|41|1961
6804|8|1986
8966|53|1978
7743|12|1978
8549|42|1974
4824|53|1991
9647|50|1992
9879|53|1994
9478|20|1975
6922|28|1987
5889|13|1994
4126|31|1993
5058|39|1997
9801|46|1988
5480|14|1964
9336|47|1985
8023|53|1979
8556|51|1979
4823|30|1978
6910|20|2006
6885|6|1985
225|56|1961
6209|61|1989
3901|50|1993
2259|46|1970
3684|60|1962
3365|54|1978
829|52|1991
9755|9|1996
5288|24|1961
3554|18|1960
9254|25|2002
7102|60|1964
3746|60|1966
9577|45|1975
7603|10|2000
9743|36|1963
8367|10|1975
6803|32|1984
8103|9|1963
5290|7|1984
9385|29|1977
9590|10|1989
7447|37|1993
8592|47|2004
100|24|1967
8463|13|1972
7971|9|1993
9961|29|1962
6421|19|2007
520|5|1997
7236|50|1973
9873|13|1977
4557|48|1989
7633|19|1960
8737|48|1968
2693|23|1977
9013|7|1979
6076|8|1967
4854|31|1982
7520|25|1967
8138|26|2006
3130|59|1976
8583|22|1981
9804|7|1980
7610|17|1998
8226|22|1974
7951|14|1985
1527|13|1999
4413|47|1998
9977|47|1978
7269|24|2002
7564|7|2000
8081|55|2002
2434|4|1971
7368|28|1996
9208|49|1988
7773|60|1965
8862|0|1970
5645|28|2007
190|8|2002
9158|62|1966
9973|6|1977
8727|46|1981
3128|40|1987
2692|57|1994
758|24|1965
9235|45|1962
6575|21|1979
9813|37|2004
5003|46|1986
9974|50|1994
9405|46|1960
9510|7|1970
4627|28|1964
3359|39|1995
8308|23|1988
5813|51|1973
5438|31|1969
9806|49|1964
5877|25|1994
7371|29|1992
9118|31|1995
9343|26|1980
4523|41|1961
6741|41|1984
8888|34|1978
2753|53|1965
9659|4|1983
8073|17|1977
6124|42|1990
9006|54|1993
4412|41|1993
8174|51|1985
2309|58|1989
5240|35|1999
9628|18|1961
9974|3|1993
7640|50|1986
9371|50|2000
6940|6|1988
7802|47|1973
7454|39|1984
7449|11|1966
2427|50|1974
6888|56|1969
8867|20|1965
9653|4|1989
4206|5|1998
993|46|1983
8001|60|1967
1837|48|1982
8144|23|2007
5849|39|1987
2632|31|1976
9979|54|2004
6394|4|1980
9920|60|1977
2051|1|1974
9334|4|1964
9358|53|2004
6486|54|2004
3881|20|1971
8891|56|1983
7956|48|1967
5859|25|2003
3497|23|2006
9896|27|1976
1077|39|1978
3484|7|2001
6945|29|2003
469|4|1971
2783|41|1965
7393|17|1983
5486|27|2001
7541|8|1991
9278|47|1991
9422|42|1990
7370|54|2006
268|35|1981
5109|44|2002
7373|55|2004
8059|11|1961
9328|59|1966
1308|52|1998
2162|6|1984
9051|11|1995
1118|27|1962
9575|29|1995
9540|35|1970
1274|49|1980
8598|32|1991
9776|7|1999
3386|30|2002
7538|21|1989
6399|59|1991
9762|61|2003
2488|41|1982
9829|38|1965
4231|39|1990
2921|14|2000
6249|13|1999
9907|62|2005
9678|14|1975
1272|46|1962
6478|38|1987
7006|60|1995
9162|17|1989
8826|9|1990
8452|29|1965
8532|18|1995
6249|40|1995
2517|50|1964
6878|57|1975
9564|0|1995
1511|33|1979
9419|26|1997
8181|4|2000
9659|40|1980
7397|9|1975
4762|48|1965
2405|12|1960
5067|18|2005
1046|36|1991
8362|32|1962
5514|24|1990
7405|52|2001
7183|7|1969
6275|21|1964
9057|38|1983
9968|11|1993
5458|19|2000
146|9|1966
2969|8|1976
8581|1|1983
9746|52|1964
8901|40|2005
8810|40|1985
1749|41|1966
9209|54|1967
5690|2|1970
3648|22|1976
8665|60|1960
8667|35|1989
7394|43|2005
9972|9|1971
5616|9|1960
8692|2|1963
8330|23|1985
9977|22|2002
9622|24|1976
8188|15|1996
1732|41|2000
9684|30|1988
3830|12|1976
1515|47|1960
6795|49|1992
3006|26|1995
9526|0|2000
6549|44|1996
9729|16|1991
9415|23|1987
7917|21|2000
1087|59|1986
1736|43|1975
7175|30|1977
1751|10|2001
8153|40|1965
6906|23|2005
6994|21|1997
9222|60|1997
1859|8|2007
9000|36|2003
2389|51|1963
9584|18|1979
9993|28|1974
1537|28|1981
5294|54|1968
3844|5|1999
9140|10|1984
7510|45|1997
8456|20|1962
8284|22|1997
9962|37|1983
8583|3|1983
6510|59|2005
3032|52|1989
7228|13|1981
7259|2|1971
4585|1|2006
8636|61|1975
1133|33|1973
7741|42|1990
17|47|1965
346|59|1977
4703|59|1999
8323|29|1991
2715|21|1973
6301|12|1994
6546|5|1975
8843|4|2006
9988|7|1979
4284|52|1997
9088|54|1969
9816|12|1998
6452|38|1964
9706|39|1974
9301|2|1991
8470|35|1965
7158|25|1968
2388|38|2004
8821|45|1979
5249|6|2007
9817|17|1981
8180|22|1980
6700|10|1995
9073|9|1966
8532|55|1977
9988|46|1985
7390|53|1978
5977|37|1988
3528|46|1979
9838|7|1971
382|57|1979
5261|60|2006
7431|4|1993
9319|28|1990
8368|12|1996
8046|3|1980
2882|28|2004
2423|14|2006
9613|52|1971
8637|15|1999
9366|8|1960
9469|0|1962
5025|40|1989
7418|19|1978
4011|23|1990
7292|39|1976
8014|53|1980
9084|34|1989
4770|29|1995
1235|30|1983
2346|54|1995
8407|55|1960
9849|34|2000
2449|37|1992
9498|58|1973
9980|24|1991
9564|10|2004
9097|29|1990
5473|59|1980
2884|26|2002
9991|43|2006
9438|42|1968
7507|23|1961
530|38|1986
9991|41|2005
8197|35|1960
9349|6|1990
9505|51|1980
9135|34|1978
6161|54|1981
6892|43|1965
6018|47|1986
6919|46|2006
3829|57|1969
9271|52|1964
6424|39|1983
9611|29|1997
9295|38|2004
7913|41|1977
9891|48|2006
6814|38|2005
9284|49|1992
